lpp_1943.1	"s1p: 
s1c: 
s1o: 
s1t: 
"	"s1p: publication-91
s1c: chapter
s1o: ordinal-entity
s1t: thing
"
DF-170-181103-888_3333.1	"s1a: 
s1t: 
s1c: 
s1a2: 
s1r: 
s1c2: 
s1n: 
s1m: 
s1w2: 
s1f: 
s1g: 
s1w: 
"	"s1a: and
s1t: take-01
s1c: company
s1a2: another
s1r: resemble-91
s1c2: company
s1n: name
s1m: money
s1w2: we
s1f: fail-01
s1g: goal
s1w: wow
"
DF-170-181103-888_3333.2	"s2c: 
s2l: 
s2t: 
s2p: 
s2e: 
s2g: 
s2r: 
s2b: 
s2p2: 
s2h2: 
s2e2: 
"	"s2c: contrast-91
s2l: lay-off-02
s2t: they
s2p: person
s2e: employ-01
s2g: give-01
s2r: raise-01
s2b: big
s2p2: person
s2h2: have-org-role-92
s2e2: executive
"
DF-170-181103-888_3333.2	"s2c: 
s2l: 
s2t: 
s2p: 
s2e: 
s2g: 
s2r: 
s2b: 
s2p2: 
s2h2: 
s2e2: 
"	"s2c: contrast-91
s2l: lay-off-02
s2t: they
s2p: person
s2e: employ-01
s2g: give-01
s2r: raise-01
s2b: big
s2p2: person
s2h2: have-org-role-92
s2e2: executive
"
DF-170-181103-888_3333.2	"s2c: 
s2l: 
s2t: 
s2p: 
s2e: 
s2g: 
s2r: 
s2b: 
s2p2: 
s2h2: 
s2e2: 
"	"s2c: contrast-91
s2l: lay-off-02
s2t: they
s2p: person
s2e: employ-01
s2g: give-01
s2r: raise-01
s2b: big
s2p2: person
s2h2: have-org-role-92
s2e2: executive
"
DF-170-181103-888_3333.2	"s2c: 
s2l: 
s2t: 
s2p: 
s2e: 
s2g: 
s2r: 
s2b: 
s2p2: 
s2h2: 
s2e2: 
"	"s2c: contrast-91
s2l: lay-off-02
s2t: they
s2p: person
s2e: employ-01
s2g: give-01
s2r: raise-01
s2b: big
s2p2: person
s2h2: have-org-role-92
s2e2: executive
"
DF-170-181103-888_3333.2	"s2c: 
s2l: 
s2t: 
s2p: 
s2e: 
s2g: 
s2r: 
s2b: 
s2p2: 
s2h2: 
s2e2: 
"	"s2c: contrast-91
s2l: lay-off-02
s2t: they
s2p: person
s2e: employ-01
s2g: give-01
s2r: raise-01
s2b: big
s2p2: person
s2h2: have-org-role-92
s2e2: executive
"
DF-170-181103-888_3333.2	"s2c: 
s2l: 
s2t: 
s2p: 
s2e: 
s2g: 
s2r: 
s2b: 
s2p2: 
s2h2: 
s2e2: 
"	"s2c: contrast-91
s2l: lay-off-02
s2t: they
s2p: person
s2e: employ-01
s2g: give-01
s2r: raise-01
s2b: big
s2p2: person
s2h2: have-org-role-92
s2e2: executive
"
DF-170-181103-888_3333.3	"s3i: 
s3m: 
s3s: 
s3a: 
"	"s3i: ignore-01
s3m: media
s3s: scam-01
s3a: another
"
DF-170-181103-888_3333.3	"s3i: 
s3m: 
s3s: 
s3a: 
"	"s3i: ignore-01
s3m: media
s3s: scam-01
s3a: another
"
DF-170-181103-888_3333.4	"s4w: 
s4i: 
s4t4: 
s4c: 
s4o: 
s4t: 
s4p: 
s4t2: 
s4s: 
s4a2: 
s4s2: 
s4t3: 
s4b: 
s4h: 
s4p2: 
s4h2: 
s4c2: 
s4n: 
s4e: 
s4p3: 
s4w2: 
s4i2: 
s4n2: 
"	"s4w: wonder-01
s4i: i
s4t4: thing
s4c: cause-01
s4o: outrage-01
s4t: this
s4p: person
s4t2: this
s4s: same-01
s4a2: after
s4s2: see-01
s4t3: tour
s4b: bus
s4h: home
s4p2: person
s4h2: have-org-role-92
s4c2: company
s4n: name
s4e: executive
s4p3: promote-02
s4w2: website
s4i2: international-organization
s4n2: name
"
DF-170-181103-888_3333.4	"s4w: 
s4i: 
s4t4: 
s4c: 
s4o: 
s4t: 
s4p: 
s4t2: 
s4s: 
s4a2: 
s4s2: 
s4t3: 
s4b: 
s4h: 
s4p2: 
s4h2: 
s4c2: 
s4n: 
s4e: 
s4p3: 
s4w2: 
s4i2: 
s4n2: 
"	"s4w: wonder-01
s4i: i
s4t4: thing
s4c: cause-01
s4o: outrage-01
s4t: this
s4p: person
s4t2: this
s4s: same-01
s4a2: after
s4s2: see-01
s4t3: tour
s4b: bus
s4h: home
s4p2: person
s4h2: have-org-role-92
s4c2: company
s4n: name
s4e: executive
s4p3: promote-02
s4w2: website
s4i2: international-organization
s4n2: name
"
DF-170-181103-888_3333.4	"s4w: 
s4i: 
s4t4: 
s4c: 
s4o: 
s4t: 
s4p: 
s4t2: 
s4s: 
s4a2: 
s4s2: 
s4t3: 
s4b: 
s4h: 
s4p2: 
s4h2: 
s4c2: 
s4n: 
s4e: 
s4p3: 
s4w2: 
s4i2: 
s4n2: 
"	"s4w: wonder-01
s4i: i
s4t4: thing
s4c: cause-01
s4o: outrage-01
s4t: this
s4p: person
s4t2: this
s4s: same-01
s4a2: after
s4s2: see-01
s4t3: tour
s4b: bus
s4h: home
s4p2: person
s4h2: have-org-role-92
s4c2: company
s4n: name
s4e: executive
s4p3: promote-02
s4w2: website
s4i2: international-organization
s4n2: name
"
DF-170-181103-888_3333.4	"s4w: 
s4i: 
s4t4: 
s4c: 
s4o: 
s4t: 
s4p: 
s4t2: 
s4s: 
s4a2: 
s4s2: 
s4t3: 
s4b: 
s4h: 
s4p2: 
s4h2: 
s4c2: 
s4n: 
s4e: 
s4p3: 
s4w2: 
s4i2: 
s4n2: 
"	"s4w: wonder-01
s4i: i
s4t4: thing
s4c: cause-01
s4o: outrage-01
s4t: this
s4p: person
s4t2: this
s4s: same-01
s4a2: after
s4s2: see-01
s4t3: tour
s4b: bus
s4h: home
s4p2: person
s4h2: have-org-role-92
s4c2: company
s4n: name
s4e: executive
s4p3: promote-02
s4w2: website
s4i2: international-organization
s4n2: name
"
DF-170-181103-888_3333.4	"s4w: 
s4i: 
s4t4: 
s4c: 
s4o: 
s4t: 
s4p: 
s4t2: 
s4s: 
s4a2: 
s4s2: 
s4t3: 
s4b: 
s4h: 
s4p2: 
s4h2: 
s4c2: 
s4n: 
s4e: 
s4p3: 
s4w2: 
s4i2: 
s4n2: 
"	"s4w: wonder-01
s4i: i
s4t4: thing
s4c: cause-01
s4o: outrage-01
s4t: this
s4p: person
s4t2: this
s4s: same-01
s4a2: after
s4s2: see-01
s4t3: tour
s4b: bus
s4h: home
s4p2: person
s4h2: have-org-role-92
s4c2: company
s4n: name
s4e: executive
s4p3: promote-02
s4w2: website
s4i2: international-organization
s4n2: name
"
DF-170-181103-888_3333.4	"s4w: 
s4i: 
s4t4: 
s4c: 
s4o: 
s4t: 
s4p: 
s4t2: 
s4s: 
s4a2: 
s4s2: 
s4t3: 
s4b: 
s4h: 
s4p2: 
s4h2: 
s4c2: 
s4n: 
s4e: 
s4p3: 
s4w2: 
s4i2: 
s4n2: 
"	"s4w: wonder-01
s4i: i
s4t4: thing
s4c: cause-01
s4o: outrage-01
s4t: this
s4p: person
s4t2: this
s4s: same-01
s4a2: after
s4s2: see-01
s4t3: tour
s4b: bus
s4h: home
s4p2: person
s4h2: have-org-role-92
s4c2: company
s4n: name
s4e: executive
s4p3: promote-02
s4w2: website
s4i2: international-organization
s4n2: name
"
DF-170-181103-888_3333.4	"s4w: 
s4i: 
s4t4: 
s4c: 
s4o: 
s4t: 
s4p: 
s4t2: 
s4s: 
s4a2: 
s4s2: 
s4t3: 
s4b: 
s4h: 
s4p2: 
s4h2: 
s4c2: 
s4n: 
s4e: 
s4p3: 
s4w2: 
s4i2: 
s4n2: 
"	"s4w: wonder-01
s4i: i
s4t4: thing
s4c: cause-01
s4o: outrage-01
s4t: this
s4p: person
s4t2: this
s4s: same-01
s4a2: after
s4s2: see-01
s4t3: tour
s4b: bus
s4h: home
s4p2: person
s4h2: have-org-role-92
s4c2: company
s4n: name
s4e: executive
s4p3: promote-02
s4w2: website
s4i2: international-organization
s4n2: name
"
DF-170-181103-888_3333.5	"s5c: 
s5l: 
s5b: 
s5g: 
s5p: 
s5a: 
s5p2: 
s5m2: 
s5t: 
s5p3: 
s5g3: 
s5t2: 
s5g2: 
s5p4: 
s5c2: 
s5f: 
s5i: 
s5r: 
s5w: 
s5p5: 
"	"s5c: cause-01
s5l: look-02
s5b: bad-04
s5g: guy
s5p: promise-01
s5a: and
s5p2: pay-01
s5m2: mortgage
s5t: they
s5p3: put-01
s5g3: gas
s5t2: tank
s5g2: give-01
s5p4: phone
s5c2: cell
s5f: free-03
s5i: increase-01
s5r: roll
s5w: welfare
s5p5: possible-01
"
DF-170-181103-888_3333.5	"s5c: 
s5l: 
s5b: 
s5g: 
s5p: 
s5a: 
s5p2: 
s5m2: 
s5t: 
s5p3: 
s5g3: 
s5t2: 
s5g2: 
s5p4: 
s5c2: 
s5f: 
s5i: 
s5r: 
s5w: 
s5p5: 
"	"s5c: cause-01
s5l: look-02
s5b: bad-04
s5g: guy
s5p: promise-01
s5a: and
s5p2: pay-01
s5m2: mortgage
s5t: they
s5p3: put-01
s5g3: gas
s5t2: tank
s5g2: give-01
s5p4: phone
s5c2: cell
s5f: free-03
s5i: increase-01
s5r: roll
s5w: welfare
s5p5: possible-01
"
DF-170-181103-888_3333.5	"s5c: 
s5l: 
s5b: 
s5g: 
s5p: 
s5a: 
s5p2: 
s5m2: 
s5t: 
s5p3: 
s5g3: 
s5t2: 
s5g2: 
s5p4: 
s5c2: 
s5f: 
s5i: 
s5r: 
s5w: 
s5p5: 
"	"s5c: cause-01
s5l: look-02
s5b: bad-04
s5g: guy
s5p: promise-01
s5a: and
s5p2: pay-01
s5m2: mortgage
s5t: they
s5p3: put-01
s5g3: gas
s5t2: tank
s5g2: give-01
s5p4: phone
s5c2: cell
s5f: free-03
s5i: increase-01
s5r: roll
s5w: welfare
s5p5: possible-01
"
DF-170-181103-888_3333.5	"s5c: 
s5l: 
s5b: 
s5g: 
s5p: 
s5a: 
s5p2: 
s5m2: 
s5t: 
s5p3: 
s5g3: 
s5t2: 
s5g2: 
s5p4: 
s5c2: 
s5f: 
s5i: 
s5r: 
s5w: 
s5p5: 
"	"s5c: cause-01
s5l: look-02
s5b: bad-04
s5g: guy
s5p: promise-01
s5a: and
s5p2: pay-01
s5m2: mortgage
s5t: they
s5p3: put-01
s5g3: gas
s5t2: tank
s5g2: give-01
s5p4: phone
s5c2: cell
s5f: free-03
s5i: increase-01
s5r: roll
s5w: welfare
s5p5: possible-01
"
DF-170-181103-888_3333.5	"s5c: 
s5l: 
s5b: 
s5g: 
s5p: 
s5a: 
s5p2: 
s5m2: 
s5t: 
s5p3: 
s5g3: 
s5t2: 
s5g2: 
s5p4: 
s5c2: 
s5f: 
s5i: 
s5r: 
s5w: 
s5p5: 
"	"s5c: cause-01
s5l: look-02
s5b: bad-04
s5g: guy
s5p: promise-01
s5a: and
s5p2: pay-01
s5m2: mortgage
s5t: they
s5p3: put-01
s5g3: gas
s5t2: tank
s5g2: give-01
s5p4: phone
s5c2: cell
s5f: free-03
s5i: increase-01
s5r: roll
s5w: welfare
s5p5: possible-01
"
DF-170-181103-888_3333.5	"s5c: 
s5l: 
s5b: 
s5g: 
s5p: 
s5a: 
s5p2: 
s5m2: 
s5t: 
s5p3: 
s5g3: 
s5t2: 
s5g2: 
s5p4: 
s5c2: 
s5f: 
s5i: 
s5r: 
s5w: 
s5p5: 
"	"s5c: cause-01
s5l: look-02
s5b: bad-04
s5g: guy
s5p: promise-01
s5a: and
s5p2: pay-01
s5m2: mortgage
s5t: they
s5p3: put-01
s5g3: gas
s5t2: tank
s5g2: give-01
s5p4: phone
s5c2: cell
s5f: free-03
s5i: increase-01
s5r: roll
s5w: welfare
s5p5: possible-01
"
DF-170-181103-888_3333.5	"s5c: 
s5l: 
s5b: 
s5g: 
s5p: 
s5a: 
s5p2: 
s5m2: 
s5t: 
s5p3: 
s5g3: 
s5t2: 
s5g2: 
s5p4: 
s5c2: 
s5f: 
s5i: 
s5r: 
s5w: 
s5p5: 
"	"s5c: cause-01
s5l: look-02
s5b: bad-04
s5g: guy
s5p: promise-01
s5a: and
s5p2: pay-01
s5m2: mortgage
s5t: they
s5p3: put-01
s5g3: gas
s5t2: tank
s5g2: give-01
s5p4: phone
s5c2: cell
s5f: free-03
s5i: increase-01
s5r: roll
s5w: welfare
s5p5: possible-01
"
DF-170-181103-888_3333.5	"s5c: 
s5l: 
s5b: 
s5g: 
s5p: 
s5a: 
s5p2: 
s5m2: 
s5t: 
s5p3: 
s5g3: 
s5t2: 
s5g2: 
s5p4: 
s5c2: 
s5f: 
s5i: 
s5r: 
s5w: 
s5p5: 
"	"s5c: cause-01
s5l: look-02
s5b: bad-04
s5g: guy
s5p: promise-01
s5a: and
s5p2: pay-01
s5m2: mortgage
s5t: they
s5p3: put-01
s5g3: gas
s5t2: tank
s5g2: give-01
s5p4: phone
s5c2: cell
s5f: free-03
s5i: increase-01
s5r: roll
s5w: welfare
s5p5: possible-01
"
DF-170-181103-888_3333.5	"s5c: 
s5l: 
s5b: 
s5g: 
s5p: 
s5a: 
s5p2: 
s5m2: 
s5t: 
s5p3: 
s5g3: 
s5t2: 
s5g2: 
s5p4: 
s5c2: 
s5f: 
s5i: 
s5r: 
s5w: 
s5p5: 
"	"s5c: cause-01
s5l: look-02
s5b: bad-04
s5g: guy
s5p: promise-01
s5a: and
s5p2: pay-01
s5m2: mortgage
s5t: they
s5p3: put-01
s5g3: gas
s5t2: tank
s5g2: give-01
s5p4: phone
s5c2: cell
s5f: free-03
s5i: increase-01
s5r: roll
s5w: welfare
s5p5: possible-01
"
DF-170-181103-888_3333.5	"s5c: 
s5l: 
s5b: 
s5g: 
s5p: 
s5a: 
s5p2: 
s5m2: 
s5t: 
s5p3: 
s5g3: 
s5t2: 
s5g2: 
s5p4: 
s5c2: 
s5f: 
s5i: 
s5r: 
s5w: 
s5p5: 
"	"s5c: cause-01
s5l: look-02
s5b: bad-04
s5g: guy
s5p: promise-01
s5a: and
s5p2: pay-01
s5m2: mortgage
s5t: they
s5p3: put-01
s5g3: gas
s5t2: tank
s5g2: give-01
s5p4: phone
s5c2: cell
s5f: free-03
s5i: increase-01
s5r: roll
s5w: welfare
s5p5: possible-01
"
DF-170-181103-888_3333.6	"s6r: 
s6c: 
s6p: 
s6t: 
s6b: 
s6c3: 
s6n: 
s6s: 
s6t2: 
s6h: 
s6p2: 
s6s2: 
s6t3: 
s6l: 
s6c2: 
s6a: 
s6o: 
"	"s6r: recommend-01
s6c: care-01
s6p: person
s6t: tour-01
s6b: bus
s6c3: company
s6n: name
s6s: soak-01
s6t2: tax-01
s6h: high-02
s6p2: pay-01
s6s2: scam-01
s6t3: this
s6l: likely-01
s6c2: cause-01
s6a: umr-unknown
s6o: of-course
"
DF-170-181103-888_3333.6	"s6r: 
s6c: 
s6p: 
s6t: 
s6b: 
s6c3: 
s6n: 
s6s: 
s6t2: 
s6h: 
s6p2: 
s6s2: 
s6t3: 
s6l: 
s6c2: 
s6a: 
s6o: 
"	"s6r: recommend-01
s6c: care-01
s6p: person
s6t: tour-01
s6b: bus
s6c3: company
s6n: name
s6s: soak-01
s6t2: tax-01
s6h: high-02
s6p2: pay-01
s6s2: scam-01
s6t3: this
s6l: likely-01
s6c2: cause-01
s6a: umr-unknown
s6o: of-course
"
DF-170-181103-888_3333.6	"s6r: 
s6c: 
s6p: 
s6t: 
s6b: 
s6c3: 
s6n: 
s6s: 
s6t2: 
s6h: 
s6p2: 
s6s2: 
s6t3: 
s6l: 
s6c2: 
s6a: 
s6o: 
"	"s6r: recommend-01
s6c: care-01
s6p: person
s6t: tour-01
s6b: bus
s6c3: company
s6n: name
s6s: soak-01
s6t2: tax-01
s6h: high-02
s6p2: pay-01
s6s2: scam-01
s6t3: this
s6l: likely-01
s6c2: cause-01
s6a: umr-unknown
s6o: of-course
"
DF-170-181103-888_3333.6	"s6r: 
s6c: 
s6p: 
s6t: 
s6b: 
s6c3: 
s6n: 
s6s: 
s6t2: 
s6h: 
s6p2: 
s6s2: 
s6t3: 
s6l: 
s6c2: 
s6a: 
s6o: 
"	"s6r: recommend-01
s6c: care-01
s6p: person
s6t: tour-01
s6b: bus
s6c3: company
s6n: name
s6s: soak-01
s6t2: tax-01
s6h: high-02
s6p2: pay-01
s6s2: scam-01
s6t3: this
s6l: likely-01
s6c2: cause-01
s6a: umr-unknown
s6o: of-course
"
DF-170-181103-888_3333.6	"s6r: 
s6c: 
s6p: 
s6t: 
s6b: 
s6c3: 
s6n: 
s6s: 
s6t2: 
s6h: 
s6p2: 
s6s2: 
s6t3: 
s6l: 
s6c2: 
s6a: 
s6o: 
"	"s6r: recommend-01
s6c: care-01
s6p: person
s6t: tour-01
s6b: bus
s6c3: company
s6n: name
s6s: soak-01
s6t2: tax-01
s6h: high-02
s6p2: pay-01
s6s2: scam-01
s6t3: this
s6l: likely-01
s6c2: cause-01
s6a: umr-unknown
s6o: of-course
"
DF-170-181103-888_3333.6	"s6r: 
s6c: 
s6p: 
s6t: 
s6b: 
s6c3: 
s6n: 
s6s: 
s6t2: 
s6h: 
s6p2: 
s6s2: 
s6t3: 
s6l: 
s6c2: 
s6a: 
s6o: 
"	"s6r: recommend-01
s6c: care-01
s6p: person
s6t: tour-01
s6b: bus
s6c3: company
s6n: name
s6s: soak-01
s6t2: tax-01
s6h: high-02
s6p2: pay-01
s6s2: scam-01
s6t3: this
s6l: likely-01
s6c2: cause-01
s6a: umr-unknown
s6o: of-course
"
DF-170-181103-888_3333.6	"s6r: 
s6c: 
s6p: 
s6t: 
s6b: 
s6c3: 
s6n: 
s6s: 
s6t2: 
s6h: 
s6p2: 
s6s2: 
s6t3: 
s6l: 
s6c2: 
s6a: 
s6o: 
"	"s6r: recommend-01
s6c: care-01
s6p: person
s6t: tour-01
s6b: bus
s6c3: company
s6n: name
s6s: soak-01
s6t2: tax-01
s6h: high-02
s6p2: pay-01
s6s2: scam-01
s6t3: this
s6l: likely-01
s6c2: cause-01
s6a: umr-unknown
s6o: of-course
"
DF-170-181103-888_3333.6	"s6r: 
s6c: 
s6p: 
s6t: 
s6b: 
s6c3: 
s6n: 
s6s: 
s6t2: 
s6h: 
s6p2: 
s6s2: 
s6t3: 
s6l: 
s6c2: 
s6a: 
s6o: 
"	"s6r: recommend-01
s6c: care-01
s6p: person
s6t: tour-01
s6b: bus
s6c3: company
s6n: name
s6s: soak-01
s6t2: tax-01
s6h: high-02
s6p2: pay-01
s6s2: scam-01
s6t3: this
s6l: likely-01
s6c2: cause-01
s6a: umr-unknown
s6o: of-course
"
DF-170-181103-888_3333.6	"s6r: 
s6c: 
s6p: 
s6t: 
s6b: 
s6c3: 
s6n: 
s6s: 
s6t2: 
s6h: 
s6p2: 
s6s2: 
s6t3: 
s6l: 
s6c2: 
s6a: 
s6o: 
"	"s6r: recommend-01
s6c: care-01
s6p: person
s6t: tour-01
s6b: bus
s6c3: company
s6n: name
s6s: soak-01
s6t2: tax-01
s6h: high-02
s6p2: pay-01
s6s2: scam-01
s6t3: this
s6l: likely-01
s6c2: cause-01
s6a: umr-unknown
s6o: of-course
"
DF-170-181103-888_3333.6	"s6r: 
s6c: 
s6p: 
s6t: 
s6b: 
s6c3: 
s6n: 
s6s: 
s6t2: 
s6h: 
s6p2: 
s6s2: 
s6t3: 
s6l: 
s6c2: 
s6a: 
s6o: 
"	"s6r: recommend-01
s6c: care-01
s6p: person
s6t: tour-01
s6b: bus
s6c3: company
s6n: name
s6s: soak-01
s6t2: tax-01
s6h: high-02
s6p2: pay-01
s6s2: scam-01
s6t3: this
s6l: likely-01
s6c2: cause-01
s6a: umr-unknown
s6o: of-course
"
DF-170-181103-888_3333.7	"s7o: 
s7s: 
s7t: 
s7i: 
s7s2: 
"	"s7o: or
s7s: surprise-01
s7t: this
s7i: i
s7s2: shock-01
"
DF-170-181103-888_3333.7	"s7o: 
s7s: 
s7t: 
s7i: 
s7s2: 
"	"s7o: or
s7s: surprise-01
s7t: this
s7i: i
s7s2: shock-01
"
DF-170-181103-888_3333.8	"s8o: 
s8p: 
s8n: 
s8a: 
s8p2: 
s8p3: 
s8s: 
s8i2: 
s8c2: 
s8c: 
s8m: 
s8s2: 
"	"s8o: obligate-01
s8p: person
s8n: name
s8a: and
s8p2: pay-off-02
s8p3: person
s8s: support-01
s8i2: infuse-01
s8c2: cash
s8c: call-01
s8m: money
s8s2: stimulus
"
DF-170-181103-888_3333.8	"s8o: 
s8p: 
s8n: 
s8a: 
s8p2: 
s8p3: 
s8s: 
s8i2: 
s8c2: 
s8c: 
s8m: 
s8s2: 
"	"s8o: obligate-01
s8p: person
s8n: name
s8a: and
s8p2: pay-off-02
s8p3: person
s8s: support-01
s8i2: infuse-01
s8c2: cash
s8c: call-01
s8m: money
s8s2: stimulus
"
DF-170-181103-888_3333.8	"s8o: 
s8p: 
s8n: 
s8a: 
s8p2: 
s8p3: 
s8s: 
s8i2: 
s8c2: 
s8c: 
s8m: 
s8s2: 
"	"s8o: obligate-01
s8p: person
s8n: name
s8a: and
s8p2: pay-off-02
s8p3: person
s8s: support-01
s8i2: infuse-01
s8c2: cash
s8c: call-01
s8m: money
s8s2: stimulus
"
DF-170-181103-888_3333.8	"s8o: 
s8p: 
s8n: 
s8a: 
s8p2: 
s8p3: 
s8s: 
s8i2: 
s8c2: 
s8c: 
s8m: 
s8s2: 
"	"s8o: obligate-01
s8p: person
s8n: name
s8a: and
s8p2: pay-off-02
s8p3: person
s8s: support-01
s8i2: infuse-01
s8c2: cash
s8c: call-01
s8m: money
s8s2: stimulus
"
DF-170-181103-888_3333.8	"s8o: 
s8p: 
s8n: 
s8a: 
s8p2: 
s8p3: 
s8s: 
s8i2: 
s8c2: 
s8c: 
s8m: 
s8s2: 
"	"s8o: obligate-01
s8p: person
s8n: name
s8a: and
s8p2: pay-off-02
s8p3: person
s8s: support-01
s8i2: infuse-01
s8c2: cash
s8c: call-01
s8m: money
s8s2: stimulus
"
DF-170-181103-888_3333.9	"s9l: 
s9h: 
s9c: 
s9i: 
s9s: 
"	"s9l: lie-08
s9h: he
s9c: call-01
s9i: it
s9s: stimulus
"
DF-170-181103-888_3333.9	"s9l: 
s9h: 
s9c: 
s9i: 
s9s: 
"	"s9l: lie-08
s9h: he
s9c: call-01
s9i: it
s9s: stimulus
"
DF-170-181103-888_3333.10	"s10s: 
s10i: 
s10o: 
s10c: 
s10b: 
s10p: 
s10p2: 
s10w: 
s10c2: 
s10f: 
s10k: 
s10b2: 
s10n: 
"	"s10s: stimulate-01
s10i: it
s10o: other
s10c: contribute-01
s10b: big
s10p: possible-01
s10p2: participate-01
s10w: wave-04
s10c2: cash
s10f: free-03
s10k: king
s10b2: boy
s10n: next
"
DF-170-181103-888_3333.10	"s10s: 
s10i: 
s10o: 
s10c: 
s10b: 
s10p: 
s10p2: 
s10w: 
s10c2: 
s10f: 
s10k: 
s10b2: 
s10n: 
"	"s10s: stimulate-01
s10i: it
s10o: other
s10c: contribute-01
s10b: big
s10p: possible-01
s10p2: participate-01
s10w: wave-04
s10c2: cash
s10f: free-03
s10k: king
s10b2: boy
s10n: next
"
DF-170-181103-888_3333.10	"s10s: 
s10i: 
s10o: 
s10c: 
s10b: 
s10p: 
s10p2: 
s10w: 
s10c2: 
s10f: 
s10k: 
s10b2: 
s10n: 
"	"s10s: stimulate-01
s10i: it
s10o: other
s10c: contribute-01
s10b: big
s10p: possible-01
s10p2: participate-01
s10w: wave-04
s10c2: cash
s10f: free-03
s10k: king
s10b2: boy
s10n: next
"
DF-170-181103-888_3333.10	"s10s: 
s10i: 
s10o: 
s10c: 
s10b: 
s10p: 
s10p2: 
s10w: 
s10c2: 
s10f: 
s10k: 
s10b2: 
s10n: 
"	"s10s: stimulate-01
s10i: it
s10o: other
s10c: contribute-01
s10b: big
s10p: possible-01
s10p2: participate-01
s10w: wave-04
s10c2: cash
s10f: free-03
s10k: king
s10b2: boy
s10n: next
"
DF-170-181103-888_3333.10	"s10s: 
s10i: 
s10o: 
s10c: 
s10b: 
s10p: 
s10p2: 
s10w: 
s10c2: 
s10f: 
s10k: 
s10b2: 
s10n: 
"	"s10s: stimulate-01
s10i: it
s10o: other
s10c: contribute-01
s10b: big
s10p: possible-01
s10p2: participate-01
s10w: wave-04
s10c2: cash
s10f: free-03
s10k: king
s10b2: boy
s10n: next
"
DF-170-181103-888_3333.10	"s10s: 
s10i: 
s10o: 
s10c: 
s10b: 
s10p: 
s10p2: 
s10w: 
s10c2: 
s10f: 
s10k: 
s10b2: 
s10n: 
"	"s10s: stimulate-01
s10i: it
s10o: other
s10c: contribute-01
s10b: big
s10p: possible-01
s10p2: participate-01
s10w: wave-04
s10c2: cash
s10f: free-03
s10k: king
s10b2: boy
s10n: next
"
DF-170-181103-888_3333.11	"s11w: 
s11l: 
s11a: 
s11c: 
s11n: 
s11p: 
s11m: 
"	"s11w: win-01
s11l: left-19
s11a: another
s11c: cause-01
s11n: need-01
s11p: person
s11m: more
"
DF-170-181103-888_3333.11	"s11w: 
s11l: 
s11a: 
s11c: 
s11n: 
s11p: 
s11m: 
"	"s11w: win-01
s11l: left-19
s11a: another
s11c: cause-01
s11n: need-01
s11p: person
s11m: more
"
DF-170-181103-888_3333.11	"s11w: 
s11l: 
s11a: 
s11c: 
s11n: 
s11p: 
s11m: 
"	"s11w: win-01
s11l: left-19
s11a: another
s11c: cause-01
s11n: need-01
s11p: person
s11m: more
"
DF-170-181103-888_3333.11	"s11w: 
s11l: 
s11a: 
s11c: 
s11n: 
s11p: 
s11m: 
"	"s11w: win-01
s11l: left-19
s11a: another
s11c: cause-01
s11n: need-01
s11p: person
s11m: more
"
DF-170-181103-888_3333.12	"s12a: 
s12r: 
s12g: 
s12g2: 
s12s: 
s12h: 
s12d: 
s12g3: 
s12m: 
s12a2: 
s12w: 
s12p: 
s12t: 
s12p2: 
"	"s12a: and
s12r: rush-01
s12g: government-organization
s12g2: govern-01
s12s: show-01
s12h: have-degree-91
s12d: depend-01
s12g3: good-04
s12m: more
s12a2: and
s12w: work-01
s12p: person
s12t: this
s12p2: provide-01
"
DF-170-181103-888_3333.12	"s12a: 
s12r: 
s12g: 
s12g2: 
s12s: 
s12h: 
s12d: 
s12g3: 
s12m: 
s12a2: 
s12w: 
s12p: 
s12t: 
s12p2: 
"	"s12a: and
s12r: rush-01
s12g: government-organization
s12g2: govern-01
s12s: show-01
s12h: have-degree-91
s12d: depend-01
s12g3: good-04
s12m: more
s12a2: and
s12w: work-01
s12p: person
s12t: this
s12p2: provide-01
"
DF-170-181103-888_3333.12	"s12a: 
s12r: 
s12g: 
s12g2: 
s12s: 
s12h: 
s12d: 
s12g3: 
s12m: 
s12a2: 
s12w: 
s12p: 
s12t: 
s12p2: 
"	"s12a: and
s12r: rush-01
s12g: government-organization
s12g2: govern-01
s12s: show-01
s12h: have-degree-91
s12d: depend-01
s12g3: good-04
s12m: more
s12a2: and
s12w: work-01
s12p: person
s12t: this
s12p2: provide-01
"
DF-170-181103-888_3333.12	"s12a: 
s12r: 
s12g: 
s12g2: 
s12s: 
s12h: 
s12d: 
s12g3: 
s12m: 
s12a2: 
s12w: 
s12p: 
s12t: 
s12p2: 
"	"s12a: and
s12r: rush-01
s12g: government-organization
s12g2: govern-01
s12s: show-01
s12h: have-degree-91
s12d: depend-01
s12g3: good-04
s12m: more
s12a2: and
s12w: work-01
s12p: person
s12t: this
s12p2: provide-01
"
